Shaikh Ul Aalam Welfare Commitee,"Raithan, Badgam",Budgam,sajadrasool9@gmail.com,NOT AVAILABLE,91-99064 03963,91-1951-277292,Development
Shanti,Shankar Nagar,Udhampur,shantingojk@gmail.com,NOT AVAILABLE,84929 27294,,Helping Socially Backward Classes.
She Hope Society,"Hope Disability Center, Srinagar",Srinagar,samiwani12@yahoo.com,NOT AVAILABLE,91-94199 01605,,Supporting disabled people of Kashmir.
Shah-I-Hamdan,"New Theed Harwan, Srinagar",Srinagar,zubairislam90@yahoo.com,NOT AVAILABLE,91-94199 34398,,To save hangul.
Self Employed Womens Associations,"58, Housing Colony, Chanapora",Srinagar,sewajk@yahoo.com,NOT AVAILABLE,91-99067 55728,,Women empowerment.
Social Welfare and Development Committee Ngo,"Kishanpur Dungara, Billawar",Kathua,suraj.parkash1948@gmail.com,NOT AVAILABLE,94192 46110,01921-266550,"Advocacy On Social Issues, Agriculture, Anti Drug Campaign, Art and Culture, Awareness Generation, Cultural Issues, Disability, Disaster Management, Education,Yoga, Youth Promotion Of National Integration Communal Harmony Peace and Brotherhood Among The Peoples."
Shaktipunj,"Hira Nagar, Kathua",Kathua,shaktipunj_hgr@yahoo.co.in,NOT AVAILABLE,91-94193 25271,,To serve the society.
SPEAK – Society for Promotion of Environmental Awareness in Kashmir,"Achabal, Anantnag",Anantnag,ngospeak@gmail.com,NOT AVAILABLE,,91-1932-217126,Environment protection & science popularization.
Sri Manohar Nirmal Memorial Charitable Trust,"504, Sec 7 Ext., Delli Mandir Road",Jammu,smnmcharitabletrust@gmail.com,NOT AVAILABLE,91-94191 93294,,Working for society.
STEP – Service Oriented Trust for Empowerment of People,"Gousia Colony, Hartrath",Singhpora,step.ngo.kmr@gmail.com,NOT AVAILABLE,"91-99067 80099, 91-99064 53682, 91-99067 85541",,Humanitarian organization
SUBHA – Society for Universal Brotherhood & Aman- Peace,"Kadoo Building, 2nd Floor, K P Road",Anantnag,subhaforuniversalpeace@gmail.com,NOT AVAILABLE,91-92051 83501,91-1932-228283,To spread the peace message let the peace prevail on earth.
Social Reforms & Charitable Organisation,"Shaheedi Road,",Kishtwar,srcojammukashmir@gmail.com,NOT AVAILABLE,91-94192 27208,,To work for the welfare of children women and senior citizenz health.
Society For Universal Oneness & Education,"Near Deep Chowk, Ward-13/3, Hiranagar",Kathua,kumargurbaksh_5383@yahoo.in,NOT AVAILABLE,"94192 62437, 94191 10262",01922-274774,To Promote Urdu Language.
Super Star Youth Club Kalai,Poonch,Poonch,ahmedmasood78@yahoo.in,NOT AVAILABLE,"91-96971 44899, 91-97975 00292",91-1965-228368,"Health, education, rural development, agriculture and sports."
The Himalayan Ecological & Conservation Research Foundation,"43, 16-B",Jammu,duttharish@rediffmail.com,NOT AVAILABLE,91-99060 73604,,Environment conservation at high altitudes.
Society for Universal Brother Hood & Aman,"2nd Floor, Kadoo Building, K.P.Road",Anantnag,subhaforuniversalpeace@gmail.com,NOT AVAILABLE,91-92051 83501,91-1932-228283,Peace and human rights.
The Human Race,"Amnoo, Kulgam",Kulgam,asifmir15@gmail.com,NOT AVAILABLE,99069 62775,,Social Work
The Sara,"106, Apna Vihar Housing Colony, Kunjwani",Jammu,mail@thesara.org.in,NOT AVAILABLE,94191 91666,,Social Work
Speak India Environmental Foundation,Kathua,Kathua,sunil_speak@rediffmail.com,NOT AVAILABLE,91-92050 08100,,society welfare
